Ano;Município;Aparelho de Pesca;Nível Taxonômico;Pescado;kg no Período;valor estimado no período
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Espada;73,8;60,5
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Galo;2;1,5
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Garoupa;9,5;119
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Goete;218;872
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Guaivira;5211,8;10376,58
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Lagarto;0,3;4,5
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Linguado;171,9;1914,69
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Maria-luíza;105;84
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Miraguaia;92,5;323,25
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Mistura;2669,4;1596,08
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Nundiá;5;10
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Oveva;466;351,2
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pampo;33;42
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pararê;214,2;224,2
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Parati;6103,3;12772,98
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Paru;82,5;121,2
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-amarela;249,5;4284,3
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-banana;46;230
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-branca;54,7;563,6
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-cambucu;42,5;459,5
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-dentão;1582,5;13762,27
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-foguete;5547,6;37015,1
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Pescadas agrupadas;26;72,8
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Porco;8;80
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Prejereba;271,8;2633,2
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Robalo;123,2;1557,92
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Robalo-flecha;557,5;11824,24
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Robalo-peva;911,1;9839,31
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Sargo;1,4;1,4
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Sari-sari;85;136
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Sororoca;688,6;4812,05
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Tainha;9754;53870,3
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Tortinha;122,5;399,7
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Traíra;29,7;97,1
2014;Cananéia;emalhes-diversos;Peixe Ósseo;Xaréu;67;336
2014;Cananéia;emalhes-diversos, tarrafa;Peixe Ósseo;Carapeba;46,3;115,75
2014;Cananéia;emalhes-diversos, tarrafa;Peixe Ósseo;Parati;27;67,5
2014;Cananéia;emalhes-diversos, tarrafa;Peixe Ósseo;Robalo;19;171
2014;Cananéia;emalhes-diversos, tarrafa;Peixe Ósseo;Robalo-peva;27;243
2014;Cananéia;emalhes-diversos, tarrafa;Peixe Ósseo;Tainha;20;130
2014;Cananéia;espinhéis-diversos;Peixe Cartilaginoso;Raias agrupadas;10;10
2014;Cananéia;espinhéis-diversos;Peixe Ósseo;Bagre-amarelo;36;108
2014;Cananéia;espinhéis-diversos;Peixe Ósseo;Bagre-branco;2237;8692,99
2014;Cananéia;espinhéis-diversos;Peixe Ósseo;Miraguaia;15;75
2014;Cananéia;espinhel-de-fundo;Peixe Cartilaginoso;Cações agrupados;2,7;13,5
2014;Cananéia;espinhel-de-fundo;Peixe Cartilaginoso;Raias agrupadas;22;36
2014;Cananéia;espinhel-de-fundo;Peixe Cartilaginoso;Viola;2,7;5,4
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Bagre-amarelo;69,6;133,6
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Bagre-branco;6332,6;22812,72
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Corvina;2089,8;9086,86
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Espada;7;4,2
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Guaivira;6,6;9,9
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Miraguaia;222,8;761,2
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Mistura;4,8;2,4
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Pararê;58,6;58,6
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Pescada-amarela;4,6;78,2
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Pescada-dentão;1,3;10,4
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Prejereba;7,4;74
2014;Cananéia;espinhel-de-fundo;Peixe Ósseo;Robalo-peva;1,2;12
2014;Cananéia;espinhel-de-superfície-costeiro;Peixe Ósseo;Dourado;6000;39000
2014;Cananéia;espinhel-de-superfície-oceânico;Peixe Cartilaginoso;Cações agrupados;5000;35000
2014;Cananéia;espinhel-de-superfície-oceânico;Peixe Ósseo;Dourado;800;0
2014;Cananéia;espinhel-de-superfície-oceânico;Peixe Ósseo;Espadarte;300;0
2014;Cananéia;extrativismo;Crustáceo;Caranguejo-uçá;64643,26;327750,75
2014;Cananéia;extrativismo;Molusco;Almeja;8;40
2014;Cananéia;extrativismo;Molusco;Berbigão;47;79
2014;Cananéia;extrativismo;Molusco;Mexilhão;4489,1;37629,3
2014;Cananéia;extrativismo;Molusco;Mexilhão-do-mangue;4618,41;22326,05
2014;Cananéia;extrativismo;Molusco;Ostra;179636,41;618761,12
2014;Cananéia;gerival;Crustáceo;Camarão-estuarino;9675,4;221586,91
2014;Cananéia;indeterminado;Crustáceo;Camarão-legítimo;896,5;24294,9
2014;Cananéia;indeterminado;Crustáceo;Camarão-rosa;719,7;14800,8
2014;Cananéia;indeterminado;Crustáceo;Camarão-sete-barbas;189,3;823,8
2014;Cananéia;indeterminado;Crustáceo;Lagosta;11,7;351,42
2014;Cananéia;indeterminado;Crustáceo;Sapateira;74;584
2014;Cananéia;indeterminado;Molusco;Lula;302,1;1960,8
2014;Cananéia;indeterminado;Molusco;Mexilhão-do-mangue;23,8;102
2014;Cananéia;indeterminado;Molusco;Polvo;205,5;2761,6
2014;Cananéia;indeterminado;Peixe Cartilaginoso;Cações agrupados;728,7;5625,9
2014;Cananéia;indeterminado;Peixe Cartilaginoso;Raias agrupadas;84,5;82,75
2014;Cananéia;indeterminado;Peixe Cartilaginoso;Viola;7;28
2014;Cananéia;indeterminado;Peixe Ósseo;Abrótea;144;394,5
2014;Cananéia;indeterminado;Peixe Ósseo;Badejo;1,5;6
2014;Cananéia;indeterminado;Peixe Ósseo;Bagre-amarelo;2,5;2,5
2014;Cananéia;indeterminado;Peixe Ósseo;Bagre-branco;61,8;207,3
2014;Cananéia;indeterminado;Peixe Ósseo;Betara;612;1466,15
2014;Cananéia;indeterminado;Peixe Ósseo;Carapeba;3;8,4
2014;Cananéia;indeterminado;Peixe Ósseo;Chernes agrupados;1,8;9
2014;Cananéia;indeterminado;Peixe Ósseo;Corvina;488,4;2008
2014;Cananéia;indeterminado;Peixe Ósseo;Dourado;42,3;122,35
2014;Cananéia;indeterminado;Peixe Ósseo;Enchova;7,4;24
2014;Cananéia;indeterminado;Peixe Ósseo;Espadarte;57;456
2014;Cananéia;indeterminado;Peixe Ósseo;Goete;7,5;18,75
2014;Cananéia;indeterminado;Peixe Ósseo;Guaivira;15,3;27,2
2014;Cananéia;indeterminado;Peixe Ósseo;Linguado;153;1548
2014;Cananéia;indeterminado;Peixe Ósseo;Mistura;84,5;72,6
2014;Cananéia;indeterminado;Peixe Ósseo;Namorado;67,1;436,3
2014;Cananéia;indeterminado;Peixe Ósseo;Olho-de-boi;10;30
2014;Cananéia;indeterminado;Peixe Ósseo;Oveva;27;27
2014;Cananéia;indeterminado;Peixe Ósseo;Pargo-rosa;35;245
2014;Cananéia;indeterminado;Peixe Ósseo;Paru;2;3
2014;Cananéia;indeterminado;Peixe Ósseo;Pescada-amarela;107,5;2150
2014;Cananéia;indeterminado;Peixe Ósseo;Pescada-banana;2;6
2014;Cananéia;indeterminado;Peixe Ósseo;Pescada-branca;31,6;263,3
2014;Cananéia;indeterminado;Peixe Ósseo;Pescada-cambucu;29,2;310
2014;Cananéia;indeterminado;Peixe Ósseo;Pescada-dentão;110;1017
2014;Cananéia;indeterminado;Peixe Ósseo;Pescada-foguete;2743,4;17544,43
2014;Cananéia;indeterminado;Peixe Ósseo;Porco;16;49,75
2014;Cananéia;indeterminado;Peixe Ósseo;Prejereba;65;650
2014;Cananéia;indeterminado;Peixe Ósseo;Robalo;15,2;160,87
2014;Cananéia;indeterminado;Peixe Ósseo;Robalo-flecha;4,5;108
2014;Cananéia;indeterminado;Peixe Ósseo;Robalo-peva;27;214
2014;Cananéia;indeterminado;Peixe Ósseo;Sororoca;85,7;672,6
2014;Cananéia;indeterminado;Peixe Ósseo;Tainha;71,1;480,6
2014;Cananéia;indeterminado;Peixe Ósseo;Tortinha;22,5;90
2014;Cananéia;indeterminado;Peixe Ósseo;Traíra;3,2;12,8
2014;Cananéia;indeterminado;Peixe Ósseo;Trilha;8;24
2014;Cananéia;indeterminado;Peixe Ósseo;Vermelho;18;72
2014;Cananéia;linha-de-mão;Peixe Ósseo;Bagre-branco;1492;6178,09
2014;Cananéia;linha-de-mão;Peixe Ósseo;Corvina;191,5;843,75
2014;Cananéia;linha-de-mão;Peixe Ósseo;Pescada-dentão;3,6;43,2
2014;Cananéia;multi-artes;Crustáceo;Camarão-estuarino;35,6;356
2014;Cananéia;multi-artes;Peixe Ósseo;Pescada-amarela;17,6;316,8
2014;Cananéia;puçá;Crustáceo;Siri-azul;2,16;14,5
2014;Cananéia;tarrafa;Peixe Ósseo;Bagre-branco;9;27
2014;Cananéia;tarrafa;Peixe Ósseo;Carapeba;997,3;4049,43
2014;Cananéia;tarrafa;Peixe Ósseo;Guaivira;11;22
2014;Cananéia;tarrafa;Peixe Ósseo;Manjubas agrupadas;80;0
2014;Cananéia;tarrafa;Peixe Ósseo;Mistura;7;4,07
2014;Cananéia;tarrafa;Peixe Ósseo;Parati;780,5;1808
2014;Cananéia;tarrafa;Peixe Ósseo;Pescada-dentão;8;48
2014;Cananéia;tarrafa;Peixe Ósseo;Robalo;322,5;3525,95
2014;Cananéia;tarrafa;Peixe Ósseo;Robalo-flecha;59,3;1336,6
2014;Cananéia;tarrafa;Peixe Ósseo;Robalo-peva;135;1319
2014;Cananéia;tarrafa;Peixe Ósseo;Tainha;875,5;5093,16
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Amboré;3,64;40
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Bagre-branco;340;1581,87
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Betara;2;10
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Carapau;10;20
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Corvina;130;531,22
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Espada;80;85
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Guaivira;4;8
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Linguado;25;212,5
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Miraguaia;20;50
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Nundiá;10;50
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Pescada-branca;506;4142,5
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Pescada-dentão;236;2414
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Pescadas agrupadas;153;1499
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Robalo;264,7;3605,4
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Robalo-flecha;36;648
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Robalo-peva;460,7;6801,64
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Sargo;10;25
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Sororoca;90;653,36
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Tortinha;152;1073,5
2014;Cananéia;vara-de-pesca;Peixe Ósseo;Xaréu;30;180
2014;Cananéia;;;;0;0
2014;Caraguatatuba;arpão/fisga;Peixe Ósseo;Badejo;5;137,5
2014;Caraguatatuba;arpão/fisga;Peixe Ósseo;Bicuda;3;27
2014;Caraguatatuba;arpão/fisga;Peixe Ósseo;Garoupa;12;330
2014;Caraguatatuba;arpão/fisga;Peixe Ósseo;Vermelho;2,8;77
2014;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-legítimo;6075,66;162393,39
2014;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-rosa;16;460
2014;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-sete-barbas;41454,8;651367,6
2014;Caraguatatuba;arrasto-duplo;Crustáceo;Siri-candeia;68;244
2014;Caraguatatuba;arrasto-duplo;Crustáceo;Siris agrupados;394,94;988,91
2014;Caraguatatuba;arrasto-duplo;Molusco;Lula;184,7;1669,6
2014;Caraguatatuba;arrasto-duplo;Molusco;Polvo;5,2;126,75
2014;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Cações agrupados;5,8;92
2014;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Raias agrupadas;13;130
2014;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Viola;5;90
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Bagre-amarelo;25;137,5
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Bagre-branco;28,7;193,2
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Betara;223,3;976,2
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Corvina;76,5;712,67
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Galo;3,2;19,2
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Manjubas;77,36;513,78
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Maria-luíza;1;1,75
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Mistura;2980,5;6928,21
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Paru;2,5;15
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-amarela;59,4;679
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-banana;7;59,5
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-branca;57;801
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-dentão;4;28
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-foguete;3;21
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Porco-chinelo;0,7;5,25
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Robalo-flecha;12,8;320
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Sargo;1;12
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Sari-sari;5;25
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Sororoca;12;216
2014;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Tortinha;22,5;177
2014;Caraguatatuba;arrasto-simples;Crustáceo;Camarão-legítimo;1528,18;40454,13
2014;Caraguatatuba;arrasto-simples;Crustáceo;Camarão-sete-barbas;3729,3;67395,14
2014;Caraguatatuba;arrasto-simples;Crustáceo;Siris agrupados;184,55;424,43
2014;Caraguatatuba;arrasto-simples;Molusco;Lula;90,5;782,93
2014;Caraguatatuba;arrasto-simples;Peixe Cartilaginoso;Cações agrupados;20;300
2014;Caraguatatuba;arrasto-simples;Peixe Cartilaginoso;Raias agrupadas;243;1019
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Agulha;18;90
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Betara;124;664,67
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Corvina;10;84
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Galo;1,5;7,5
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Manjubas;110,5;603,75
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Mistura;952;2169,7
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Pescada-amarela;14;184
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Pescada-banana;2,5;25
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Pescada-branca;11;110
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Prejereba;5,3;63,6
2014;Caraguatatuba;arrasto-simples;Peixe Ósseo;Tortinha;18,6;139,5
2014;Caraguatatuba;emalhe-de-fundo;Crustáceo;Camarão-legítimo;523,23;13645,38
2014;Caraguatatuba;emalhe-de-fundo;Crustáceo;Camarão-sete-barbas;0,24;5,76
2014;Caraguatatuba;emalhe-de-fundo;Crustáceo;Siri-candeia;3,95;19,75
2014;Caraguatatuba;emalhe-de-fundo;Crustáceo;Siris agrupados;6;15
2014;Caraguatatuba;emalhe-de-fundo;Molusco;Lula;20;300
2014;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Cação-rola-rola;515,8;5497,75
2014;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Cações agrupados;2747,45;44461,98
2014;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Cambeva;36,4;380,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Machote;190;2792,75
2014;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Raias agrupadas;70,8;378,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Viola;52,7;969,75
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Abrótea;7;29,75
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Agulhão;1,7;27,2
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Badejo;6;135
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Badejo-mira;3;27
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Bagre;198,8;1443,17
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Bagre-amarelo;263,3;1441,1
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Bagre-branco;148,3;991,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Baiacu;2;16
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Betara;2262,28;15125,89
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Bonitos agrupados;90;464
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Budião;433,7;4525,8
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Canhanha;1,9;8,55
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Caranha;21,1;329,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Carapau;110,2;1070,37
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Carapeba;82,5;600,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Carapicu;4;20
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Caratinga;2;11
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Castanha;13,7;80,6
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Corcoroca;4;6
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Corvina;8881,5;75010,65
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Enchova;65,3;502,2
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Espada;129,85;943,95
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Galo;77,3;479,9
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Garoupa;38,9;920,85
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Goete;3224;21913,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Guaivira;317;1993,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Linguado;1,5;12
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Maria-luíza;36,5;54,75
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Maria-mole;130;1040
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Marimbá;1,5;5,25
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Miracéu;2,6;7,15
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Mistura;1238,3;3070,23
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Olhete;18,4;184
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Olho-de-cão;57;213
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Oveva;96;286,75
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pampo;219,7;1266,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Parati;2391;10126,85
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Paru;187,3;1349,72
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;177,5;1891,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-banana;1,8;16,05
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;3924,72;47318,65
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-cambucu;64,15;989,1
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-foguete;5,5;53,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescadas agrupadas;170,7;1808,45
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pirajica;667,8;4350,68
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Porco;44;495
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Prejereba;179,18;2082,41
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Robalo;461;13190,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Robalo-flecha;1151,05;29448,03
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Robalo-peva;78,7;1336,13
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Salema;46;246,13
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Sargo;187,9;1783,25
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Sari-sari;506,3;2970,9
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Sororoca;1939,45;20249,08
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Tainha;705,65;9016,2
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Ubarana;13;26
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Vento-leste;3;16,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Vermelho;40,6;682
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Xaréu;3;25,5
2014;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Xaréu-branco;1,5;12,75
2014;Caraguatatuba;emalhe-de-fundo, emalhe-de-superfície;Peixe Cartilaginoso;Cação-rola-rola;15;225
2014;Caraguatatuba;emalhe-de-fundo, emalhe-de-superfície;Peixe Ósseo;Corvina;50;550
2014;Caraguatatuba;emalhe-de-fundo, emalhe-de-superfície;Peixe Ósseo;Sororoca;80;640
2014;Caraguatatuba;emalhe-de-superfície;Peixe Cartilaginoso;Cações agrupados;212,1;3181,5
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Carapeba;4;20
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Cavala;18;243
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Corvina;29;243,5
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Dourado;73;1022
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Enchova;40;360
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Galo;38;228
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Gordinho;130;260
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Guaivira;715,3;4297,5
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Pampo;53;400
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Paru;16;161
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Pirajica;35;232,5
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Porco-chinelo;5;40
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Prejereba;38;380
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Robalo-peva;1;16,5
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Sororoca;202;2020
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Tainha;682;9344,5
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Vermelho;2,5;50
2014;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Xaréu;18;144
2014;Caraguatatuba;emalhes-diversos;Peixe Cartilaginoso;Cações agrupados;55,7;835,5
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Baiacu;1,2;9,6
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Corvina;17,7;163,6
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Enchova;1,8;16,2
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Pescada-branca;1,5;15
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Prejereba;6,3;69,3
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Robalo;4;140
2014;Caraguatatuba;emalhes-diversos;Peixe Ósseo;Sororoca;16,5;198
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Cartilaginoso;Cações agrupados;71,9;1198,1
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Ósseo;Bagre-branco;55;275
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Ósseo;Baiacu;15;75
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Ósseo;Espada;119;714
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Ósseo;Garoupa;11;258,5
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Ósseo;Guaivira;48;240
2014;Caraguatatuba;espinhel-de-superfície-costeiro;Peixe Ósseo;Prejereba;1560,3;16656,6
2014;Caraguatatuba;linha-de-mão;Molusco;Lula;65;936,67
2014;Caraguatatuba;linha-de-mão;Peixe Cartilaginoso;Cações agrupados;2,4;48
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Abrótea;5;21,25
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Badejo;2,5;56,25
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Betara;80,5;680,5
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Bonitos agrupados;11;66
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Budião;20,8;209,4
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Castanha;26;167,5
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Corvina;155,8;1545,78
2014;Caraguatatuba;linha-de-mão;Peixe Ósseo;Espada;455;4290
