Ano;Município;Aparelho de Pesca;Nível Taxonômico;Pescado;kg no Período;valor estimado no período
2008;Cananéia;emalhe-de-superfície;Peixe Cartilaginoso;Cações agrupados;2790,9;13105,23
2008;Cananéia;emalhe-de-superfície;Peixe Cartilaginoso;Cambeva;561;3927
2008;Cananéia;emalhe-de-superfície;Peixe Cartilaginoso;Machote;41;230,63
2008;Cananéia;emalhe-de-superfície;Peixe Cartilaginoso;Raias agrupadas;374,3;195,7
2008;Cananéia;emalhe-de-superfície;Peixe Cartilaginoso;Viola;62;122,6
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Agulhão;24;24
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Agulhão-vela platypterus;352;2212,32
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Badejo;2,8;16,8
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Bagre;753,2;1547,34
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Bagre-amarelo;159,7;157,75
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Baiacu;12;66
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Betara;2118,3;3805,81
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Bicuda;9,5;45,6
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Bonitos agrupados;42;192,15
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Caranha;1,5;3
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Carapau;43;217,8
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Carapeba;154,4;298,93
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Cioba;25,3;73,3
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Corvina;4917,9;9616,95
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Dourado;232;1305
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Espada;1185,2;1455,17
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Galo;79,2;174,1
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Garoupa;3;30
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Goete;805;2326
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Guaivira;24506,8;37470,36
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Linguado;47,8;327,5
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Miraguaia;85,4;170,8
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Mistura;7284,4;5523,34
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Oveva;544;1332,8
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Palombeta;43;60,2
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pampo;85,5;177,75
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Parati;16060,6;34635,27
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Paru;65,9;64,1
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pescada-amarela;55;533
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pescada-banana;139;590,75
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pescada-branca;432;2739,25
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pescada-cambucu;489;3348,17
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pescada-dentão;371;2164,76
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pescada-foguete;11777,4;49025,03
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Pirajica;100,8;56,2
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Porco;224;584,5
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Prejereba;289,7;1413,84
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Robalo-flecha;247,4;3444,93
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Robalo-peva;695,2;4664,82
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Roncador;219;328,5
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Sargo;6,4;9,8
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Sari-sari;1573;2751,65
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Sororoca;41644,9;162068,51
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Tainha;39668,4;122524,72
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Tortinha;19,5;34
2008;Cananéia;emalhe-de-superfície;Peixe Ósseo;Xaréu;29;108,75
2008;Cananéia;emalhes-diversos;Peixe Cartilaginoso;Cações agrupados;174;757,15
2008;Cananéia;emalhes-diversos;Peixe Cartilaginoso;Cambeva;286;2002
2008;Cananéia;emalhes-diversos;Peixe Cartilaginoso;Machote;58;326,25
2008;Cananéia;emalhes-diversos;Peixe Cartilaginoso;Viola;1,5;2,25
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Bagre;123,7;222,43
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Bagre-amarelo;24;24
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Betara;6087;10456,33
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Bicuda;13;62,4
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Cabrinha;416;509,6
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Corvina;3061,9;6275,56
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Enchova;38;218,5
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Espada;99;73,6
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Goete;591;1773
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Guaivira;5836,2;9115,74
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Linguado;2,7;17,9
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Mistura;5557,3;4584,13
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Oveva;234;573,3
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Parati;25;37,9
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-amarela;43,9;439
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-branca;195;1152,5
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-cambucu;59;335,33
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-dentão;532;3005,9
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Pescada-foguete;1131,9;4197,06
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Robalo-flecha;12,7;181,8
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Robalo-peva;25,7;171,5
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Roncador;280;420
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Sari-sari;144,8;137,45
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Sororoca;284;1133,5
2008;Cananéia;emalhes-diversos;Peixe Ósseo;Tainha;1533,2;5084,88
2008;Cananéia;espinhéis-diversos;Peixe Ósseo;Bagre;276,5;566,15
2008;Cananéia;espinhéis-diversos;Peixe Ósseo;Bagre-amarelo;73;205,5
2008;Cananéia;espinhel-de-fundo;Peixe Ósseo;Bagre;417;1021,96
2008;Cananéia;espinhel-de-fundo;Peixe Ósseo;Bagre-amarelo;170;188,95
2008;Cananéia;espinhel-de-fundo;Peixe Ósseo;Corvina;2,9;6,38
2008;Cananéia;espinhel-de-fundo;Peixe Ósseo;Pescada-dentão;22,8;114
2008;Cananéia;espinhel-de-fundo;Peixe Ósseo;Prejereba;7,5;41,25
2008;Cananéia;espinhel-de-fundo;Peixe Ósseo;Tainha;25;87,5
2008;Cananéia;extrativismo;Crustáceo;Caranguejo-uçá;6988,38;20962,48
2008;Cananéia;extrativismo;Molusco;Mexilhão;16,56;226,6
2008;Cananéia;extrativismo;Molusco;Ostra;85456,04;549666,04
2008;Cananéia;gerival;Crustáceo;Camarão-estuarino;3172,03;40475,27
2008;Cananéia;gerival;Peixe Ósseo;Manjuba-branca;2;22,75
2008;Cananéia;indeterminado;Crustáceo;Camarão-estuarino;15,84;126,72
2008;Cananéia;indeterminado;Crustáceo;Camarão-legítimo;1798,4;30116,88
2008;Cananéia;indeterminado;Crustáceo;Camarão-rosa;492,5;9040,33
2008;Cananéia;indeterminado;Crustáceo;Camarão-sete-barbas;2755,7;6856,61
2008;Cananéia;indeterminado;Crustáceo;Lagosta;16,85;428,25
2008;Cananéia;indeterminado;Crustáceo;Pitú-de-iguape;1,5;21,95
2008;Cananéia;indeterminado;Molusco;Lula;210,8;719,7
2008;Cananéia;indeterminado;Molusco;Mexilhão;128,8;1088
2008;Cananéia;indeterminado;Molusco;Polvo;117,8;795,6
2008;Cananéia;indeterminado;Peixe Cartilaginoso;Cações agrupados;1089;4972,51
2008;Cananéia;indeterminado;Peixe Cartilaginoso;Raias agrupadas;325,5;216,28
2008;Cananéia;indeterminado;Peixe Cartilaginoso;Viola;157,4;178,23
2008;Cananéia;indeterminado;Peixe Ósseo;Badejo;10,1;50,5
2008;Cananéia;indeterminado;Peixe Ósseo;Bagre;1538,25;3377,24
2008;Cananéia;indeterminado;Peixe Ósseo;Bagre-amarelo;57,7;76,4
2008;Cananéia;indeterminado;Peixe Ósseo;Betara;1193,2;2171,44
2008;Cananéia;indeterminado;Peixe Ósseo;Caranha;65,5;172
2008;Cananéia;indeterminado;Peixe Ósseo;Carapeba;209;419,34
2008;Cananéia;indeterminado;Peixe Ósseo;Congro-rosa;6,4;32
2008;Cananéia;indeterminado;Peixe Ósseo;Corvina;1014,5;2508,87
2008;Cananéia;indeterminado;Peixe Ósseo;Enchova;29,5;120,88
2008;Cananéia;indeterminado;Peixe Ósseo;Espada;134;99,25
2008;Cananéia;indeterminado;Peixe Ósseo;Garoupa;83;831,8
2008;Cananéia;indeterminado;Peixe Ósseo;Goete;143;258
2008;Cananéia;indeterminado;Peixe Ósseo;Guaivira;285;456,94
2008;Cananéia;indeterminado;Peixe Ósseo;Linguado;323,5;1957,33
2008;Cananéia;indeterminado;Peixe Ósseo;Maria-luíza;15;28,5
2008;Cananéia;indeterminado;Peixe Ósseo;Miraguaia;47,5;95
2008;Cananéia;indeterminado;Peixe Ósseo;Mistura;1124,1;10674,13
2008;Cananéia;indeterminado;Peixe Ósseo;Oveva;22;53,9
2008;Cananéia;indeterminado;Peixe Ósseo;Palombeta;18;9
2008;Cananéia;indeterminado;Peixe Ósseo;Pampo;20;19,7
2008;Cananéia;indeterminado;Peixe Ósseo;Parati;2660,6;4160,6
2008;Cananéia;indeterminado;Peixe Ósseo;Paru;127;142,5
2008;Cananéia;indeterminado;Peixe Ósseo;Pescada-amarela;163,6;1628,8
2008;Cananéia;indeterminado;Peixe Ósseo;Pescada-banana;1;2,5
2008;Cananéia;indeterminado;Peixe Ósseo;Pescada-branca;223,2;1238,75
2008;Cananéia;indeterminado;Peixe Ósseo;Pescada-cambucu;65,1;409,72
2008;Cananéia;indeterminado;Peixe Ósseo;Pescada-dentão;300,6;1788,66
2008;Cananéia;indeterminado;Peixe Ósseo;Pescada-foguete;4634,2;18699,87
2008;Cananéia;indeterminado;Peixe Ósseo;Pescadas agrupadas;21,9;101,25
2008;Cananéia;indeterminado;Peixe Ósseo;Porco;681;3449,5
2008;Cananéia;indeterminado;Peixe Ósseo;Prejereba;107,5;528,77
2008;Cananéia;indeterminado;Peixe Ósseo;Robalo-flecha;543,9;8016,45
2008;Cananéia;indeterminado;Peixe Ósseo;Robalo-peva;464;3623,35
2008;Cananéia;indeterminado;Peixe Ósseo;Sardinha-verdadeira;166;268,25
2008;Cananéia;indeterminado;Peixe Ósseo;Sargo;9,7;14,4
2008;Cananéia;indeterminado;Peixe Ósseo;Sari-sari;40;18
2008;Cananéia;indeterminado;Peixe Ósseo;Sororoca;1716,5;6252,01
2008;Cananéia;indeterminado;Peixe Ósseo;Tainha;14291;42967,58
2008;Cananéia;indeterminado;Peixe Ósseo;Tortinha;69;69
2008;Cananéia;indeterminado;Peixe Ósseo;Trilha;42,5;94,75
2008;Cananéia;indeterminado;Peixe Ósseo;Vermelho;23;84,75
2008;Cananéia;linha-de-mão;Peixe Ósseo;Corvina;258;573,7
2008;Cananéia;linha-de-mão;Peixe Ósseo;Garoupa;28;246,25
2008;Cananéia;multi-artes;Crustáceo;Camarão-estuarino;191,98;2410,09
2008;Cananéia;multi-artes;Crustáceo;Camarão-legítimo;5,4;103,2
2008;Cananéia;multi-artes;Crustáceo;Camarão-sete-barbas;1740;4312,95
2008;Cananéia;multi-artes;Molusco;Lula;16;120
2008;Cananéia;multi-artes;Molusco;Mexilhão;10,4;124
2008;Cananéia;multi-artes;Molusco;Ostra;229,08;1200,2
2008;Cananéia;multi-artes;Peixe Cartilaginoso;Cações agrupados;41;190,5
2008;Cananéia;multi-artes;Peixe Cartilaginoso;Raias agrupadas;42,5;25,76
2008;Cananéia;multi-artes;Peixe Cartilaginoso;Viola;20;27
2008;Cananéia;multi-artes;Peixe Ósseo;Bagre;1770,4;3650,39
2008;Cananéia;multi-artes;Peixe Ósseo;Bagre-amarelo;98,2;227,7
2008;Cananéia;multi-artes;Peixe Ósseo;Betara;35;59,88
2008;Cananéia;multi-artes;Peixe Ósseo;Carapeba;61,5;122,83
2008;Cananéia;multi-artes;Peixe Ósseo;Cioba;1,1;2,2
2008;Cananéia;multi-artes;Peixe Ósseo;Corvina;782,7;1718,25
2008;Cananéia;multi-artes;Peixe Ósseo;Garoupa;1,2;9,6
2008;Cananéia;multi-artes;Peixe Ósseo;Guaivira;91,6;138,38
2008;Cananéia;multi-artes;Peixe Ósseo;Linguado;11,2;83,6
2008;Cananéia;multi-artes;Peixe Ósseo;Manjuba-branca;30;341,25
2008;Cananéia;multi-artes;Peixe Ósseo;Manjuba-chata;125;1421,88
2008;Cananéia;multi-artes;Peixe Ósseo;Manjubas agrupadas;242,9;481,1
2008;Cananéia;multi-artes;Peixe Ósseo;Miraguaia;19;45,7
2008;Cananéia;multi-artes;Peixe Ósseo;Mistura;297,5;230,27
2008;Cananéia;multi-artes;Peixe Ósseo;Parati;2179,7;3380,67
2008;Cananéia;multi-artes;Peixe Ósseo;Paru;3,5;7
2008;Cananéia;multi-artes;Peixe Ósseo;Pescada-amarela;277,2;2748
2008;Cananéia;multi-artes;Peixe Ósseo;Pescada-branca;2,2;13,2
2008;Cananéia;multi-artes;Peixe Ósseo;Pescada-cambucu;11,5;80,5
2008;Cananéia;multi-artes;Peixe Ósseo;Pescada-dentão;224;1317,15
2008;Cananéia;multi-artes;Peixe Ósseo;Pescada-foguete;250,4;1003,81
2008;Cananéia;multi-artes;Peixe Ósseo;Prejereba;108,6;556,15
2008;Cananéia;multi-artes;Peixe Ósseo;Robalo-flecha;362,2;5157,1
2008;Cananéia;multi-artes;Peixe Ósseo;Robalo-peva;152,3;1132,33
2008;Cananéia;multi-artes;Peixe Ósseo;Sari-sari;5;5
2008;Cananéia;multi-artes;Peixe Ósseo;Sororoca;9;36
2008;Cananéia;multi-artes;Peixe Ósseo;Tainha;2458,5;7639,21
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-legítimo;4807,14;98336,86
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-rosa;322;10971
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-santana;9023,9;21748,52
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Camarão-sete-barbas;97095,5;506018,19
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Caranguejos agrupados;170,91;602,88
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Sapateira;7;113,33
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Siri-azul;20;40
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Siri-candeia;100;275
2008;Caraguatatuba;arrasto-duplo;Crustáceo;Siris agrupados;891,2;1743,77
2008;Caraguatatuba;arrasto-duplo;Molusco;Concha;15;45
2008;Caraguatatuba;arrasto-duplo;Molusco;Lula;646,15;4852,48
2008;Caraguatatuba;arrasto-duplo;Molusco;Polvo;279,8;3251,27
2008;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Cação-anjo;10;41,25
2008;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Cações agrupados;18,2;200,3
2008;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Raias agrupadas;417;1612,42
2008;Caraguatatuba;arrasto-duplo;Peixe Cartilaginoso;Viola;5;20
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Abrótea;1223;6504,5
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Agulhão;4,9;12,25
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Bagre;51;164
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Baiacu;39,3;221,3
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Betara;340,4;1174,92
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Cabrinha;553;4252,5
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Cangoá;150;622
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Castanha;15;21
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Corvina;42;148,41
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Dourado;40;300
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Espada;355,5;1034,29
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Garoupa;25;300
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Goete;931;3179,25
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Linguado;217;2852
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Linguado-areia;188,5;649,73
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Mamangá-liso;220;1100
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Manjubas;87,9;358,13
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Maria-luíza;1120,4;1593,48
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Maria-mole;339;1792
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Merluza;7,5;13,84
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Mistura;6125,2;10279,24
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-amarela;80,36;661,71
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-banana;4;16
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-branca;145,3;718,1
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-cambucu;30;160,75
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Pescada-foguete;30;180
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Porco;100;735,5
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Robalo;34,7;589,5
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Sapo;15,5;52,5
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Tainha;10;83
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Tortinha;22,3;31,88
2008;Caraguatatuba;arrasto-duplo;Peixe Ósseo;Trilha;32;76
2008;Caraguatatuba;arrasto-simples;Crustáceo;Camarão-legítimo;948,9;22417,19
2008;Caraguatatuba;arrasto-simples;Crustáceo;Camarão-rosa;48;1348
2008;Caraguatatuba;arrasto-simples;Crustáceo;Camarão-santana;21,5;63,75
2008;Caraguatatuba;arrasto-simples;Crustáceo;Camarão-sete-barbas;12826,2;82235,87
2008;Caraguatatuba;arrasto-simples;Crustáceo;Caranguejos agrupados;42,26;147,91
2008;Caraguatatuba;arrasto-simples;Crustáceo;Siri-candeia;12;33
2008;Caraguatatuba;arrasto-simples;Crustáceo;Siris agrupados;15;43
2008;Caraguatatuba;arrasto-simples;Molusco;Lula;266,9;1833
2008;Caraguatatuba;arrasto-simples;Molusco;Polvo;62;620
2008;Caraguatatuba;arrasto-simples;Peixe Cartilaginoso;Raias agrupadas;52;124,4
2008;Caraguatatuba;arrasto-simples;Peixe Cartilaginoso;Viola;25;172
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Abrótea;160;1040
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Agulha;6;18
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Agulhão;118;325
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Bagre;3;16,5
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Baiacu;35,2;212,4
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Betara;58;247,5
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Cabrinha;155;225,38
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Cangoá;130;520
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Canhanha;1,1;5,5
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Corvina;17,6;82,38
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Espada;1;4
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Galo;1,5;7,5
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Goete;100;325
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Linguado;49;490
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Linguado-areia;8;24
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Manjubas;68,5;291,05
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Maria-luíza;407,2;566,1
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Maria-mole;16;56
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Mistura;1230;2110,86
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Paru;2;5,63
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Pescada-amarela;27;217,33
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Pescada-branca;22,5;89,9
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Porco;5;25
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Robalo;8,2;52,5
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Tainha;2,7;24,3
2008;Caraguatatuba;arrasto-simples;Peixe Ósseo;Tortinha;9,5;13,55
2008;Caraguatatuba;emalhe-de-fundo;Crustáceo;Camarão-legítimo;100,6;2685,36
2008;Caraguatatuba;emalhe-de-fundo;Crustáceo;Caranguejos agrupados;4,07;16,28
2008;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Cações agrupados;1244,03;11581,46
2008;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Cambeva;2,2;15,4
2008;Caraguatatuba;emalhe-de-fundo;Peixe Cartilaginoso;Raias agrupadas;78,8;259,25
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Abrótea;60,7;318,68
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Agulhão-vela platypterus;32;201,12
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Badejo;0,6;5,93
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Bagre;427,65;1695,66
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Baiacu;47,8;296,8
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Betara;1253,62;4170,11
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Bonitos agrupados;57,8;264,44
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Canhanha;4,9;23,5
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Carapau;1,8;9,12
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Cavala;0,8;7,2
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Corvina;4619,95;20205,29
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Dourado;658,5;4969,5
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Enchova;5,5;31,63
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Espada;325;1299,22
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Galo;29,5;91,7
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Goete;49,6;166,53
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Guaivira;509;3950
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Linguado;5;60
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Linguado-areia;1,8;4,55
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Maria-luíza;21;51,5
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Maria-mole;438;2190
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Mistura;176,8;337,58
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Oveva;1,5;3
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pampo;13,5;33,4
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Paru;6,7;18,86
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-amarela;299,5;2431,35
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-branca;1247;7921,16
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Pescada-cambucu;136,3;1266,47
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Porco;187,2;1676,4
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Prejereba;182,6;1061,82
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Robalo;767,7;14004,05
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Sargo;3;13,5
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Sororoca;362,2;1414,95
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Tainha;70,3;587,2
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Tortinha;8,66;12,99
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Vermelho;67,55;901,9
2008;Caraguatatuba;emalhe-de-fundo;Peixe Ósseo;Xarelete;2,5;30
2008;Caraguatatuba;emalhe-de-superfície;Peixe Cartilaginoso;Cações agrupados;328,2;3839,53
2008;Caraguatatuba;emalhe-de-superfície;Peixe Cartilaginoso;Cambeva;180;1260
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Bagre;192,5;1018,75
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Cavala;0,5;3,43
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Corvina;457,2;2079
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Espada;95,5;532
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Galo;103;515
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Garoupa;4;39
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Guaivira;7,8;43,55
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Mistura;26;32,5
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Parambiju;1,3;11,05
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Paru;120;300
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Pescada-amarela;2;18,67
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Prejereba;10,4;83,2
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Robalo;10;180
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Roncador;100;500
2008;Caraguatatuba;emalhe-de-superfície;Peixe Ósseo;Sororoca;35,8;262
